sittingDate,title,speaker,segment_no,speech_text
23-09-2025,Management of Bullying in Schools,Dr Wan Rizal,1,"asked the Minister for Education with regard to the recent Sengkang Green Primary bullying case, what further steps have the Ministry taken to strengthen anti-bullying measures and ensure timely support for both victims and perpetrators, including mental health resources."
23-09-2025,Management of Bullying in Schools,Mr David Hoe,2,"asked the Minister for Education whether the Ministry will consider (a) reviewing existing anti-bullying disciplinary and rehabilitation frameworks to render them more robust; (b) augmenting suspension-based punitive measures with in-school structured reflection, supervised work and restorative conferences, instead of home suspensions; (c) setting minimum competencies and staff-training hours to strengthen educators' capabilities to handle bullying; and (d) pilot cluster-level bullying support teams by counsellors/para-counsellors."
23-09-2025,Management of Bullying in Schools,Mr Chua Kheng Wee Louis,3,asked the Minister for Education (a) what is the framework for determining the extent of disciplinary measures to be taken against perpetrators of bullying incidents that have been reported in primary schools and secondary schools; (b) what are the follow-up measures that are taken to address the needs of victims and perpetrators; and (c) what is the Ministry’s assessment of the effectiveness of the measures.
23-09-2025,Management of Bullying in Schools,Ms Hany Soh,4,asked the Minister for Education (a) whether there is a Ministry or cluster level framework in place on how schools should deal with bullying cases; and (b) whether the Ministry encourages schools to share and develop best practices of dealing with bullying cases among themselves.
23-09-2025,Management of Bullying in Schools,Ms Elysa Chen,5,asked the Minister for Education (a) how quickly are teachers expected to investigate and take action after a report of bullying has been made; and (b) whether the Ministry’s protocols on bullying are followed throughout the process in the recent bullying incident at Sengkang Green Primary School.
23-09-2025,Management of Bullying in Schools,Mr Liang Eng Hwa,6,asked the Minister for Education (a) whether schools are adequately resourced to prevent the occurrences of bullying incidents in schools; (b) whether there are proactive monitoring and surveillance to pick up early signs of bullying situations; and (c) what further preventive measures can be taken.
23-09-2025,Management of Bullying in Schools,Ms Jessica Tan Soon Neo,7,asked the Minister for Education (a) how will the Ministry equip schools and teachers to detect and respond to multifaceted forms of bullying; and (b) how will the Ministry ensure consistency and accountability of all parties across institutions.
23-09-2025,Management of Bullying in Schools,Ms Joan Pereira,8,"asked the Minister for Education (a) whether the Ministry will consider adopting more aspects of evidence-based anti-bullying programmes such as intervention teams; (b) what new measures are being considered to further empower victims and bystanders to report bullying incidents safely; and (c) whether there are plans to enhance support systems, such peer support groups, for students affected by bullying."
23-09-2025,Management of Bullying in Schools,Ms Elysa Chen,9,"asked the Minister for Education how many reported school bullying cases in the past three years involved suspected or confirmed child maltreatment of either the perpetrator or victim of bullying, in light of the impact that a family environment has on a child’s behaviour."
23-09-2025,Management of Bullying in Schools,Mr Xie Yao Quan,10,"asked the Minister for Education (a) whether the Ministry will consider setting up a centralised anti-bullying unit to support schools to investigate the most egregious cases of bullying and follow up with disciplinary and rehabilitative actions, so as to avoid overburdening teachers; and (b) if not, why not."
23-09-2025,Management of Bullying in Schools,Mr Yip Hon Weng,11,asked the Minister for Education (a) what are the established timelines for schools to investigate bullying incidents and to provide updates to the parents of involved students; and (b) what specific measures are implemented to separate the involved students during an investigation to ensure the victim's safety on school premises and prevent fear-based absenteeism or the need for a school transfer.
23-09-2025,Management of Bullying in Schools,Dr Charlene Chen,12,"asked the Minister for Education (a) what resources are available to schools to detect and counter less visible forms of bullying such as manipulation, exclusion and cyberbullying; (b) how does the Ministry support teachers in managing bullying cases; and (c) what measures beyond training are implemented to ensure teachers have the time and resources to address bullying without adding to their risk of burnout. The Minister for Education ( Mr Speaker, Sir, my response will address the questions raised by Members on the management of bullying incidents in schools. May I seek your permission to answer oral Question Nos 1 to 12, and written Question Nos 29 on today's Order Paper?"
