sittingDate,title,speaker,segment_no,speech_text
13-01-2026,Raising Awareness on Benefits of Strength Training for Seniors,Ms Mariam Jaafar,1,asked the Coordinating Minister for Social Policies and Minister for Health what steps is the Ministry taking to raise awareness of regular strength training and resistance activity to mitigate the effects of muscle loss and to maintain functional independence among middle-aged and older Singaporeans.
13-01-2026,Raising Awareness on Benefits of Strength Training for Seniors,Ms Mariam Jaafar,2,asked the Coordinating Minister for Social Policies and Minister for Health what plans does the Ministry have to support safe and guided strength training for middle-aged and older Singaporeans and less active adults who may lack confidence or knowledge to use gym equipment effectively.
13-01-2026,Raising Awareness on Benefits of Strength Training for Seniors,Ms Rahayu Mahzam,3,"Mr Speaker, may I have your permission to answer Question Nos 1 and 2 together?"
13-01-2026,Raising Awareness on Benefits of Strength Training for Seniors,Ms Rahayu Mahzam,4,"The Health Promotion Board (HPB) and Sport Singapore (SportSG) have undertaken many initiatives to raise awareness of the risk of muscle loss and encourage strength training. This includes jointly issuing the Singapore Physical Activity Guidelines, which recommend that adults engage in muscle-strengthening activities at least twice per week, conducting outreach through multiple channels, exploring organising gym orientation workshops to familiarise seniors with gym equipment and offering various structured physical training programmes in the community, such as Start2Move, a beginner-friendly programme with guided introduction to strength-building exercises in a supportive environment. A significant development is the expansion of community nodes, such as the Active Ageing Centre (AAC) network. With this expansion, plus the Healthy 365 app, we can better reach out to seniors and engage them in strength training exercises."
13-01-2026,Raising Awareness on Benefits of Strength Training for Seniors,Ms Mariam Jaafar,5,"Let me clarify. I am asking actually not really for senior seniors, who I think are supported by the AACs. But in my house visits, I have gotten an increasing number of people in their 40s and 50s who do not really want to exercise with seniors but who are starting to feel on their holidays that they are getting tired easily and things like that. So, they want to keep functional independence. I have three supplementary questions. One, can the Minister of State share whether the Ministry has tracked functional outcomes of those who have been involved in the programmes that she has cited for seniors and for some programmes that exist for younger seniors too, for example, ActiveSG's Combat Age-related Loss of Muscle (CALM), and whether there has been a significant benefit in their functional performance since? My second supplementary question is for middle — did the Minister of State answer Question Nos 1 and 2, or just Question No 1?"
13-01-2026,Raising Awareness on Benefits of Strength Training for Seniors,Ms Mariam Jaafar,6,"Both. Okay. My second supplementary question is for the middle aged and older group, people in their 40s and 50s who are less active today, but want to start and lack the confidence to start with gym equipment. How does the Ministry ensure that there are programmes that are safely-guided and appropriately-paced through ActiveSG gyms and other community partners? And strength training is expanded under Healthier SG; so, how will the Ministry ensure that there are enough venues as well as enough trained instructors to provide a consistent quality and safe venues? And I will bring in my Parliamentary Question (PQ) for written answer – which is a request, whether the Ministry will consider working with the Ministry of Culture, Community and Youth (MCCY) to get an ActiveSG facility in the Admiralty part of Woodlands where there currently is not any; today, they have to go to Woodlands Swimming Complex which has the only ActiveSG facility in the area, or Sembawang."
13-01-2026,Raising Awareness on Benefits of Strength Training for Seniors,Ms Rahayu Mahzam,7,"Mr Speaker, on the first question as to whether we are tracking the functional outcomes, we do for some of the more structured programmes. The data though, I do not have the details with me. If the Member is interested in some of those, she could file a further PQ on that. On the second question, relating to those who may not be as familiar with the gym equipment, I can imagine the concern and how we want to encourage people to use the gyms more. For the ActiveSG gyms, there are trainers who are onsite, who are very willing to support and encourage those who come and attend to use the equipment. We also have introductory programmes for those who may not be familiar with the gym equipment. And so, I hope these are things that will encourage some of the new users to use the gyms more often. On the third question, I know that Ms Mariam Jaafar is asking for her constituency and I am sure many others feel the same way. For the North, attention is being given to see how we can look at the needs. I do not want to pre-empt the answer to the written PQ, but we can definitely look into this. At the moment, the Healthy 365 app is quite comprehensive. So, there are already in existence many opportunities in places. Perhaps, we could look at where the gaps are and look at how we can improve on that. I would encourage those of your residents whom you say are not very familiar and are lethargic, and they do want to seek some guidance, the Healthy 365 app does provide a very good starting point and perhaps, that could be an initial introduction to a change in healthy living of the residents."
13-01-2026,Update on Food Security Strategy with Revised 2035 Fibre and Protein Production Targets,Mr Yip Hon Weng,1,"asked the Minister for Sustainability and the Environment (a) how do the revised targets for fibre and protein productions by 2035 compare to the ""30 by 30"" targets in terms of total local food production volume; and (b) how will the Ministry ensure that these revised targets are adequate, sustainable and resilient to current and future challenges."
13-01-2026,Update on Food Security Strategy with Revised 2035 Fibre and Protein Production Targets,Ms He Ting Ru,2,asked the Minister for Sustainability and the Environment (a) what is the rationale for setting targets specifically for (i) fibre and (ii) protein production in the Ministry's new 2035 farming goals; and (b) how is Singapore's food security measured vis-à-vis local farming production.
13-01-2026,Update on Food Security Strategy with Revised 2035 Fibre and Protein Production Targets,Mr Zaqy Mohamad,3,"Mr Speaker, the previous ""30 by 30"" strategy sought to develop local capability and capacity to produce 30% of our nutritional needs by 2030. This has evolved into the Singapore Food Story 2, which aims to bring about overall food resilience. This ensures that we have sufficient food supply in times of disruption. Local production is one of the food security pillars of the Singapore Food Story 2, complemented by three other pillars which are import diversification, stockpiling and global partnerships. We want to work with our local farms to build up the capability and capacity to supply 20% of our local consumption of fresh leafy and fruited vegetables, beansprouts and mushrooms; and 30% of our local consumption of eggs and seafood. The revised local production targets take into account the important role of local food production as a regenerative and assured source of fresh food, the strengths of our local farming ecosystem and their potential for growth. We will focus on food types that are feasible to be produced at scale efficiently. This is consistently applied in our grants and land tenders. Protein types such as meats are not part of the revised targets due to factors such as resource efficiency, land intensity and climate conditions. Alternative protein is also excluded given the nascency of the sector. What we are not intending to produce locally, such as rice and poultry, will be considered under other pillars of the Singapore Food Story 2 such as import diversification and stockpiling. The revised targets balance ambition and pragmatism, by considering what we can produce and scale locally as well as the challenges our nascent sector faces, including higher production costs and the need for substitute demand. To achieve them, we will continue to find ways to support new and existing farms in lowering production costs, building capability, strengthening the supply resilience of inputs and enhancing demand offtake. The Government will continue to invest efforts in building local production capability and capacity. Food security is a joint responsibility that requires the nation's collective effort. We also need strong support from local consumers and businesses which is essential for our farms to achieve scale and commercial viability. We will provide more information on our support schemes at the coming Committee of Supply (COS)."
