sittingDate,title,speaker,segment_no,speech_text
05-03-2026,Investigations into Whether Singaporeans Served in Israeli Defence Forces,Mr Dennis Tan Lip Fong,1,"asked the Coordinating Minister for National Security and Minister for Home Affairs (a) whether the Ministry has any substantiated information that Singaporeans have served in the Israeli Defense Forces in 2025; (b) if yes, whether such service is in breach of our laws and whether any action will be taken; and (c) how does the Government monitor and advise citizens against being involved in foreign military conflicts."
05-03-2026,Investigations into Whether Singaporeans Served in Israeli Defence Forces,Mr Fadli Fawzi,2,"asked the Coordinating Minister for National Security and Minister for Home Affairs (a) whether the claims that two Singaporeans served in the Israel Defense Force will be investigated; (b) if identified, whether these individuals will be prosecuted under section 125 of the Penal Code 1871 or any other relevant legislation; and (c) whether their citizenship will be deprived should they hold dual citizenship."
05-03-2026,Investigations into Whether Singaporeans Served in Israeli Defence Forces,Ms Hazlina Abdul Halim,3,"asked the Coordinating Minister for National Security and Minister for Home Affairs in light of reports that two Singaporeans with multiple or dual nationalities served in the Israel Defense Forces (a) how is the Ministry verifying whether any Singaporeans have served or are serving in any foreign military without authorisation; (b) if verified, what action will be taken; and (c) how will policies be reviewed to mitigate risks of unauthorised foreign military involvement by Singaporeans."
05-03-2026,Investigations into Whether Singaporeans Served in Israeli Defence Forces,Mr K Shanmugam,4,"Mr Speaker, Sir, may I have your permission to take Question Nos 1 to 3 on today's Order Paper, together?"
05-03-2026,Investigations into Whether Singaporeans Served in Israeli Defence Forces,Mr K Shanmugam,5,"Thank you, Sir. Sir, the Ministry of Home Affairs (MHA) is aware of a foreign news report stating that two Singaporeans were among those who fought for the Israel Defense Forces (IDF) during the conflict in Gaza. The Ministry has no substantiated information confirming that any Singaporean has served, or is serving, in the IDF. Our position has always been quite clear and publicly stated: Singaporeans should not participate in any foreign armed conflict not involving Singapore. Our loyalties as Singaporeans should only be to Singapore and we should only ever engage in military action in defence of Singapore. If Singaporeans are found to be fighting or even planning to fight in foreign armed conflicts, these persons will be dealt with sternly in accordance with our laws. We have stated that and have detained people in the past for that reason. And they can be dealt with under the Internal Security Act if they are found to be a threat to our national security. Those found holding multiple citizenships may also be deprived of their Singapore citizenship."
05-03-2026,Investigations into Whether Singaporeans Served in Israeli Defence Forces,Ms Hazlina Abdul Halim,6,"I thank the Coordinating Minister. Two supplementary questions from me. One is, in the event that these conflicts occur, the Minister mentioned that they do, how are the nationality obligations dealt with with the other state and what other upstream measures would the Ministry be considering to tighten the issuance of guidelines for clarity as to Singapore's stand?"
05-03-2026,Investigations into Whether Singaporeans Served in Israeli Defence Forces,Mr K Shanmugam,7,Can I ask the Member to repeat her first part of the question?
05-03-2026,Investigations into Whether Singaporeans Served in Israeli Defence Forces,Ms Hazlina Abdul Halim,8,"I was hoping to better understand in the event that it is found that a Singaporean is involved in this case, how would Singapore be speaking with the other country in which there is involvement and what is the approach to that?"
05-03-2026,Investigations into Whether Singaporeans Served in Israeli Defence Forces,Mr K Shanmugam,9,"Anyone with a Singapore citizenship who is found to be engaging in a foreign armed conflict, as I have said earlier and I have said previously publicly, and my Ministry has also stated, will be dealt with in accordance with our laws. That could include being charged and that could certainly include being detained under the Internal Security Act if they are considered to be a threat to national security. And many have been detained on those grounds in the past and we have publicised them. If we come across credible evidence of such persons, we will normally engage with foreign counterparties to try and get such persons to Singapore, but people can appreciate, that has its own challenges. If they are within Singapore, there is no issue; we will deal with them, as we have dealt with in the past. On the second part of the question, on how can we make it clearer, I think we have made it very clear. The simple answer is, ""Don't do it"", and there is zero tolerance for it."
05-03-2026,Investigations into Whether Singaporeans Served in Israeli Defence Forces,Mr Fadli Fawzi,10,"I thank the Minister for the answer. I have two supplementary questions. First, is section 125 of the Penal Code relevant and applicable against Singapore Citizens who serve in the IDF and other foreign militaries? If not, what amendments are necessary to render section 125 relevant to penalise the act of serving in a foreign military?"
