sittingDate,title,speaker,segment_no,speech_text
12-01-2026,Managing Healthcare Insurance Premiums,Mr Yip Hon Weng,1,asked the Coordinating Minister for Social Policies and Minister for Health regarding the new Integrated Shield Plan rider requirements (a) whether there will be an absolute cap on patients' out-of-pocket costs; (b) whether insurers can retain older policies with higher coverage; and (c) what measures will be implemented to prevent insurers from unilaterally reducing coverage for ageing policyholders on existing plans.
12-01-2026,Managing Healthcare Insurance Premiums,Ms Poh Li San,2,"asked the Coordinating Minister for Social Policies and Minister for Health in view of the Ministry’s move to curb rising healthcare insurance premiums by April 2026, how will families facing hefty medical bills be supported if their out-of-pocket expenses for co-payments become unaffordable."
12-01-2026,Managing Healthcare Insurance Premiums,Dr Hamid Razak,3,"asked the Coordinating Minister for Social Policies and Minister for Health regarding the new Integrated Shield Plan rider (a) whether the policy design anticipates that policyholders will continue to access private healthcare despite higher cost-sharing; (b) if so, what is the policy basis; and (c) what contingency measures have been developed to support restructured hospitals should there be increased patient volume due to shifts from private to public healthcare."
12-01-2026,Managing Healthcare Insurance Premiums,Mr Kenneth Tiong Boon Kiat,4,"asked the Coordinating Minister for Social Policies and Minister for Health given that the Monetary Authority of Singapore primarily regulates solvency, whether the Ministry intends to establish a dual-regulation framework to oversee the (i) healthcare outcomes (ii) panel selection criteria and (iii) loss-ratio efficiency of private insurers to ensure they align with national health goals."
12-01-2026,Managing Healthcare Insurance Premiums,Mr Ong Ye Kung,5,"Mr Speaker, may I have your permission to answer Question Nos 1 to 4 together?"
12-01-2026,Managing Healthcare Insurance Premiums,Mr Ong Ye Kung,6,"My response will also address written Parliamentary Questions raised by Dr Hamid Razak in today's Order Paper, and a similar question raised by Ms Mariam Jaafar scheduled for a subsequent Sitting. If the Members are satisfied with the response, they may wish to withdraw their questions after this session. Let me first try to put everyone on the same page. Over the past few years, patient load has been shifting from private hospitals to public hospitals. In 2010, the split between private and public was 15:85. In 2020, it became 12:88. Now, it is 10:90. The issue of insurance and insurance riders is not the reason why patient load is shifting from private to public. This has been happening for the last 15 years and there are many reasons. Part of it is that as people get older, some of them prefer public hospitals, where there are more disciplines and more holistic care. Another key reason is the escalating cost of private healthcare. That is in turn fuelled by Integrated Shield Plan (IP) riders, which provide overly generous health insurance coverage, and that leads to a greater tendency for over-servicing and over-consumption of healthcare services. Higher private healthcare cost is translated into higher private hospital IP rider premiums. IP premiums for private hospital have been growing at an average rate of 17% annually for the past three years – it is double that of IP premiums and even higher compared to MediShield Life premiums. Hence, every year, about 100,000 policyholders cancel or downgrade their IP rider policies. And I suspect amongst them, many switched from using private to public hospitals. To Dr Hamid’s question on the indicators that we used as a basis to decide policies, the data and signs have been clear and the situation is not ideal and not sustainable. We have been actively expanding healthcare infrastructure and expanding manpower in order to cope with rising workload and manage wait times. Our plans are significant, I have made them public before and I will not repeat here. To Mr Yip’s question, the new requirements for IP riders will only affect policyholders who purchased riders on or after 27 November 2025. Individual IP insurers will decide on their approach for rider policyholders who purchased their plans before 27 November 2025. As for affected IP riders, and these are the new ones, we should expect the following changes. First, IP rider premiums under the new design should be lower, on average 30% lower, compared to existing policies with maximum coverage. This is a significant recurrent saving. Second, the new IP rider policies will not cover the minimum IP deductibles and also require higher co-payment. We share Members’ concerns about patients’ out-of-pocket costs, especially for large medical bills. But this is precisely the main aim of the rider changes: preserve the protection against very large, unexpected medical bills, but disallow coverage of the minimum deductible, which is a fixed sum, which users of private hospitals tend to be able to afford. This would help restore health insurance to its original objective, which is to provide assurance against large, infrequent, often unexpected healthcare bills, rather than the small bills. For a rider plan designed with the new requirements, there will still be a cap of 5% co-payment up to $6,000 a year, in addition to the deductibles. In reality, these need not be out-of-pocket cash payments because patients can tap on their MediSave. We project that six in 10 rider claimants should not have to pay cash out-of-pocket after MediSave. For the remaining four in 10, majority of those with cash out-of-pocket would pay $1,000 or less, and practically all will pay $3,000 or less. We should bear in mind that most of the affected claimants that I am talking about pertain to private hospital patients. Their IP rider premiums have been driven up so high that under the new design, many can expect significant premium savings which can more or less offset the higher co-payments. In short, the current design of IP riders may no longer make financial sense for many policyholders and this change will help redress the situation. Let me give you an example. A 60-year-old on a private hospital IP and rider with maximum coverage, can now save about $1,600 a year in premiums by switching to the new rider. Over three years, he would have saved $4,800 in cash, which would be more than sufficient to offset the increase in co-payment for a typical procedure – for instance, $3,300 for a knee joint replacement surgery in a private hospital. Ms Poh asked about support measures for families facing unaffordable out-of-pocket expenses. Patients should consider their financial and healthcare needs when choosing where to seek care, including seeking subsidised care in public hospitals should affordability become an issue. Third impact, there should be, in the medium to long term, changes in the respective utilisation of private and public care and wait times. As I explained earlier, this change is part of our efforts to mitigate the shift of patients from private to public healthcare that has happened over the last 10 to 15 years, by putting the private healthcare sector and health insurance on a more sustainable path and ensuring private care remains accessible to Singaporeans in the long term. However, in the short term, as a few Members have expressed concern about, some individuals on the new riders may choose to seek care at public hospitals to reduce their co-payment. We will monitor this closely. Efforts to expand public health capacity – both in terms of hospital beds and outpatient capacity – are already ongoing to support the demands of an ageing population. If need be, we may need to implement surge capacity for selected treatments. On Mr Kenneth Tiong’s question relating to the regulation of IP insurers, the Ministry of Health (MOH) and the Monetary Authority of Singapore (MAS) work closely together in exercising regulatory oversight of IP insurers, to ensure that policyholders’ interests are protected and the products are sustainable. MOH’s key role is to oversee the development and operation of the public healthcare system and ensure universal access to healthcare. For individuals who prefer private healthcare and purchase private insurance, we should not micro-manage or prescribe the market practices. Instead, we set requirements pertaining to the key parameters of IPs and riders, such as co-payment and deductible requirements, to ensure that the schemes are sustainable. We only step in when we see a serious market failure emerging, which is why we have intervened in this case, to tighten the design of IP riders. Doctor panels are an example of cost-management measures put in place by the market, by insurers in response to rising private healthcare bills and claims. MOH has been and will continue working with key stakeholders including insurers, healthcare providers, hospitals, medical professionals and consumer representatives through the Multilateral Healthcare Insurance Committee on these matters, to strike a balance between the interests of all stakeholders. To sum up, we must take a long-term and balanced view of this issue so that we can put private healthcare and insurance on a more sustainable path."
12-01-2026,Managing Healthcare Insurance Premiums,Mr Yip Hon Weng,7,"Thank you, Mr Speaker. I thank the Minister for his response. Minister, I filed this Parliamentary Question (PQ) because I have received much feedback from many seniors in my constituency who have concerns about the new rider requirements."
12-01-2026,Managing Healthcare Insurance Premiums,Mr Ong Ye Kung,8,"The most important safeguard is to make sure that IP rider policies are sustainable. So, while at the point of being sold the policies, the agent probably told them, ""Buy all these for peace of mind – not just peace of mind, but absolute peace of mind, you do not have to worry"". But that went down a path of unsustainability. So, while you enjoy it for a while, it is obvious, through my answer, that I have explained, it is becoming unsustainable. Because when there is over-coverage, in a private hospital, the bill just goes up. You cannot blame anybody; it is just the way human nature is. Somebody else is paying for most of the bill, so between doctor and patient, somehow, you will oversupply and I will overconsume. And the bill just keeps on going up at an unsustainable pace. And it still comes back to the consumer, to the patient, in terms of higher premiums – which is why, now, the same residents that gave the Member the feedback, is also screaming, ""Why is my IP rider premium going up at 20% a year?"" It is because cost is going up. We need to tackle the issue at the root and our strong hypothesis is – in fact, there is a lot of literature on this – over-coverage just leads to wastage and cost increases. To redress this, for new riders, we are making the design different, a bit more co-payment, instil discipline in both the supply and demand for healthcare; then, I think we are much more likely to have a more sustainable position. So, explain to your residents: choose this new rider; tell them they are paying very high premiums, rising premiums now for a tail risk, and it may not be worth it. Do their calculations, talk to their financial advisors. If they choose the new rider design, they save, on average, 30% on premiums every year. For someone in their 70s, that is a lot. That is $3,000 a year! Someone in their 60s saves about $2,000 a year. That money saved – it differs from case to case – often is more than enough to pay the deductibles and co-payment."
12-01-2026,Managing Healthcare Insurance Premiums,Ms Poh Li San,9,"Thank you, Speaker and Minister. I have one supplementary question. How would MOH prevent adverse selection, that is, those who have existing riders continue to over-consume medical services; or those who actually do not have the means to finance the co-payments and deductibles, then, decide to give up their existing riders and may, possibly, end up delaying their treatment?"
12-01-2026,Managing Healthcare Insurance Premiums,Mr Ong Ye Kung,10,"There are a few questions in that question, I think. But if I were to suss out what are the key questions, one is, you want to have continuity of care. So, be assured, even if they find that, today, they cannot afford their IP rider anymore, because it is getting expensive and they give it up, there is always public subsidised healthcare. That is our assurance to all Singaporeans. You can always come back to public healthcare. And we are expanding the system; we are recruiting manpower. While we are very busy, this is our commitment to all Singaporeans. So, on the healthcare front, be assured that it is always universal healthcare through the public health system. As for others, who continue to stay on their riders, I think they are also feeling the pinch. As I mentioned to Mr Yip just now, IP rider premiums are going up at a very fast rate because cost is going up at a very fast rate. And why is cost going up? Because there is over-generous coverage, leading to overconsumption, unnecessary treatment. So, many existing rider policyholders are also rethinking. I hope more would do so. Increasingly, over dinner tables, amongst friends and colleagues, more people are thinking about their rider policies, that they may not be worth it. And more and more people do their calculations and find that it is not worth it. And as it is, 100,000 every year are changing. With these changes, with this signalling, I think more may do so. At some point, insurance companies have to do their calculations. Year to year, they do change their terms and conditions, and we have to see what they intend to do with existing rider policyholders."
